65.64,43.697,31.617,42.954,55.603,62.896,133.632,34.758,54.564,68.474
24.249,61.672,23.622,28.923,77.058,33.605,51.512,56.04,20.914,48.751
5.277,5.266,9.35,3.767,5.765,2.484,2.67,2.452,3.247,2.561
31.292,66.755,22.923,21.804,14.262,54.821,95.62,11.459,45.815,23.022
23.792,20.393,11.689,8.48,27.368,13.528,35.891,27.836,14.222,39.313
101.943,74.883,62.728,36.227,130.936,41.998,69.981,120.588,47.086,28.475
23.718,42.101,32.083,29.83,23.837,26.622,45.302,40.334,19.439,10.352
23.309,52.487,14.391,19.229,12.636,7.108,16.896,6.399,5.048,27.691
84.485,20.431,22.21,72.956,61.587,43.597,33.227,93.692,33.258,56.654
78.943,32.973,28.285,28.93,68.492,23.135,23.689,39.067,35.598,62.67
5.31,3.583,12.028,5.582,5.627,2.644,2.914,3.229,2.917,3.61
8.516,7.668,7.486,18.068,7.703,7.621,9.586,7.548,6.905,12.452
59.606,59.846,21.214,31.646,24.494,103.474,114.653,39.405,42.205,183.796
38.914,36.338,20.812,20.487,86.291,21.632,61.861,67.925,48.866,57.72
70.513,55.487,31.575,88.893,85.442,29.725,48.671,107.504,79.779,123.377
33.739,53.523,34.491,13.858,40.282,17.347,37.766,47.888,29.991,91.338
17.008,55.921,9.993,7.697,8.526,14.879,8.852,4.844,11.637,9.711
4.236,6.66,2.509,11.242,71.602,2.451,4.764,3.934,4.667,69.646
25.291,42.102,56.558,27.437,56.993,31.741,42.829,53.334,37.104,45.439
175.933,42.14,49.27,91.623,58.169,85.812,74.718,90.813,94.504,204.004
43.962,109.869,48.617,90.927,74.952,40.138,82.894,82.85,79.886,252.54
24.037,31.738,33.269,38.544,34.266,15.95,45.197,91.911,21.589,125.59
3.226,5.497,4.433,4.187,5.03,11.752,3.88,38.523,207.041,10.893
139.557,72.618,153.06,74.85,102.657,39.546,62.941,59.186,51.881,204.883
6.684,38.244,17.249,28.595,13.676,12.381,9.608,7.749,61.967,32.342
24.909,12.971,8.541,18.588,15.822,4.364,32.629,20.048,102.494,6.676
2.176,84.987,11.396,5.941,28.108,10.976,43.568,72.857,89.722,87.091
3.057,3.244,3.586,3.328,3.13,3.408,3.02,3.384,4.016,71.438
37.084,24.244,25.905,53.325,21.694,23.639,39.814,32.207,24.886,35.551
55.52,3.287,53.488,116.03,48.704,25.743,111.646,37.189,52.863,3.107
42.958,19.6,23.566,23.751,36.581,24.422,24.702,54.266,27.581,14.201
38.37,25.216,20.812,11.623,15.555,30.662,28.524,42.322,38.07,12.196
8.086,20.74,9.062,53.851,11.066,13.461,8.53,8.446,7.637,10.443
16.089,30.005,50.221,82.375,76.543,15.402,18.591,17.506,29.169,15.289
26.605,36.302,41.232,27.972,32.024,29.795,78.211,59.904,34.197,6.84
122.595,37.025,35.791,14.419,30.082,124.589,83.326,41.403,20.608,65.878
5.185,3.341,3.074,2.726,2.502,2.429,3.35,3.785,5.774,3.983
8.221,24.192,4.275,5.125,4.968,13.325,4.528,9.196,7.766,6.401
14.924,28.152,30.642,18.245,24.107,43.245,45.032,25.771,39.807,23.906
62.119,66.025,50.509,43.694,43.909,30.734,30.676,58.674,46.494,176.093
2.95,2.657,3.703,3.508,2.423,2.965,2.359,2.867,17.971,4.064
37.081,50.084,22.238,21.021,30.913,13.215,25.083,31.483,73.146,62.445
79.696,16.135,38.854,22.437,32.797,18.729,35.944,46.766,35.212,199.399
2.763,6.456,3.152,54.025,12.511,5.363,6.184,2.777,2.617,6.295
21.299,20.698,24.16,12.893,29.786,3.741,17.84,30.645,5.188,16.763
35.167,42.049,39.652,50.659,61.74,41.923,86.972,74.033,78.62,149.906
31.96,42.531,29.583,42.038,59.255,31.056,41.639,79.602,41.872,54.511
41.621,61.483,34.028,26.411,25.807,28.478,93.99,33.557,68.752,76.477
10.173,20.054,21.074,14.275,10.543,15.201,17.365,20.365,6.901,7.902
30.471,24.733,31.063,23.623,28.016,13.547,29.58,37.671,19.677,56.353
29.098,41.62,22.649,12.578,22.493,9.51,64.009,120.873,9.875,12.836
23.329,12.019,32.23,15.549,31.534,19.243,26.104,11.035,52.698,13.452
40.489,25.534,19.067,34.84,41.066,28.357,45.502,105.838,68.309,62.352
3.924,160.647,103.333,31.701,196.854,4.038,5.66,772.404,183.466,4.108
98.073,26.703,35.567,136.821,101.712,61.792,63.335,215.561,106.219,129.684
26.16,28.986,80.398,26.148,52.708,98.189,40.061,67.386,41.644,77.47
24.616,49.616,10.309,241.322,20.078,27.089,11.885,73.215,34.336,62.725
36.664,35.848,43.573,24.377,20.008,41.322,31.618,29.005,29.03,103.472
15.23,6.064,5.581,9.67,11.357,37.398,22.181,6.334,37.024,7.706
26.282,54.212,27.869,12.423,20.466,20.048,26.245,38.632,14.494,50.213
108.903,30.998,41.315,51.459,54.664,45.678,113.792,83.918,136.59,79.833
4.07,25.195,2.294,4.225,4.709,2.293,2.756,3.015,2.674,3.482
20.161,38.437,41.625,21.33,9.008,9.7,92.31,34.462,36.771,5.617
62.177,57.144,54.516,70.576,137.371,24.741,56.718,76.904,62.144,119.356
16.37,46.389,28.891,42.195,28.129,12.659,16.94,15.072,14.381,14.727
29.768,25.583,35.776,63.813,83.751,54.52,104.674,59.615,30.347,204.181
73.723,33.036,32.623,41.077,42.648,56.217,21.34,124.115,40.389,86.474
74.222,25.643,77.553,25.076,564.405,26.111,58.356,30.953,1968.11,297.426
28.192,42.72,45.335,23.882,54.989,58.839,111.172,83.582,56.671,68.331
84.036,46.801,25.914,91.711,67.542,40.612,28.099,57.728,29.069,130.205
62.128,20.738,28.475,51.284,36.865,27.611,46.222,58.992,86.226,59.424
30.485,32.725,31.598,24.923,60.453,30.488,99.994,43.902,51.069,38.126
